id,latitude,longitude,price
1305265,40.64342,-73.97851,299
1320550,40.77444,-73.95908,235
1323349,40.72188,-73.9816,300
1335036,40.71833,-73.99826,250
1351427,40.64734,-73.97334,262
1352657,40.76178,-73.96713,280
1354775,40.72631,-73.99387,250
1365028,40.72411,-73.99865,265
1382607,40.68298,-73.99171,259
1392144,40.67071,-73.94752,250
1399448,40.72463,-73.98938,260
1407364,40.68444,-73.94201,275
1409947,40.72347,-74.00488,285
1437044,40.73556,-74.00903,270
1442495,40.67427,-73.95042,300
1445977,40.7262,-73.97913,232
1462341,40.76582,-73.99468,300
1476238,40.76084,-73.96908,300
1476484,40.7245,-73.99419,299
1494527,40.71202,-73.96602,275
1496319,40.71471,-73.94045,250
1512006,40.71804,-73.99147,299
1515611,40.68639,-73.9624,229
1530386,40.73988,-74.0036,269
1552242,40.75676,-73.93463,250
1560408,40.7133,-73.94602,280
1583111,40.68034,-73.9615,279
1586935,40.73494,-73.98751,250
1588221,40.71702,-73.99566,300
1593444,40.73158,-73.99254,240
1598033,40.62947,-74.13378,250
1604489,40.74611,-73.99209,295
1623431,40.7513,-73.97239,249
1633313,40.7086,-73.94715,241
1664209,40.72047,-74.00049,275
1664614,40.7854,-73.97368,310
1669149,40.76464,-73.98749,250
1670517,40.73681,-73.98366,250
1691798,40.7157,-73.99183,249
1740311,40.72105,-73.98519,300
1743379,40.70982,-73.9642,250
1745658,40.73236,-73.9992,260
1762513,40.74849,-73.94947,275
1781052,40.76456,-73.98233,250
1802838,40.71875,-73.94935,245
1806138,40.7001,-73.99183,275
1806378,40.68585,-73.97016,250
1817905,40.71454,-73.94965,300
1834738,40.73865,-73.9962,300
1839341,40.71817,-73.96401,300
1843034,40.76547,-73.97729,295
1843955,40.76129,-73.96869,280
1847261,40.71417,-74.00678,240
1856914,40.76906,-73.9517,240
1861493,40.78618,-73.97339,299
1869467,40.68283,-73.99813,240
1884398,40.73311,-74.00761,249
1886240,40.72617,-74.00141,245
1893225,40.68049,-73.97302,275
1900780,40.73892,-73.98922,249
1906993,40.72147,-73.98806,228
1922863,40.71715,-73.95527,248
1925224,40.71758,-73.9543,250
1935109,40.71972,-73.99299,249
1937325,40.72815,-73.98059,295
1941495,40.68626,-73.91324,249
1955844,40.73925,-73.99359,251
1958765,40.71688,-73.94584,250
1965712,40.78122,-73.98473,235
1974700,40.81381,-73.94166,250
1979579,40.78468,-73.97137,300
1984390,40.77556,-73.9483,275
1997487,40.76485,-73.98752,250
2020881,40.73003,-73.98576,300
2022920,40.78081,-73.95045,250
2022958,40.76709,-73.98577,250
2028272,40.73985,-74.00138,320
2028625,40.82486,-73.93993,300
2028925,40.70039,-73.75233,325
2033866,40.72635,-73.97595,290
2042764,40.66719,-73.98361,250
2044392,40.71257,-73.96149,250
2050406,40.7552,-73.9724,250
2057480,40.72577,-74.00279,272
2085632,40.72247,-73.97923,299
2087970,40.73552,-74.00716,239
2094213,40.72477,-73.99323,255
2102315,40.70981,-73.95189,275
2104588,40.76263,-73.98271,240
2108237,40.77517,-73.98829,300
2122613,40.72975,-74.00414,325
2127767,40.72476,-73.97643,250
2142092,40.85098,-73.93664,300
2151106,40.7836,-73.95093,303
2153435,40.71587,-73.96351,320
2187847,40.73818,-74.00433,300
2189129,40.66587,-73.97737,250
2193027,40.78328,-73.95273,300
2194038,40.68683,-73.96981,285
2194382,40.78731,-73.97805,300
2197725,40.7759,-73.94921,325
2203450,40.71577,-73.95408,250
2203926,40.71292,-73.95876,325
2214323,40.71969,-73.99287,250
2223082,40.74502,-74.00429,285
2237981,40.77331,-73.95067,250
2238389,40.66296,-73.98955,290
2243548,40.72082,-73.99028,300
2253500,40.7196,-74.00571,250
2253949,40.73341,-74.00791,250
2255340,40.72832,-73.99916,289
2272080,40.68107,-73.98245,265
2279335,40.71947,-73.9552,250
2281147,40.76292,-73.98128,250
2289119,40.71725,-73.96249,250
2291575,40.76895,-73.9236,300
2296024,40.88579,-73.91599,250
2301258,40.67262,-73.97351,305
2322189,40.76225,-73.96165,300
2332880,40.65747,-73.95798,250
2349737,40.73243,-73.86773,275
2359340,40.76349,-73.98985,250
2400010,40.69045,-73.96762,239
2404708,40.71952,-73.96281,250
2451110,40.72908,-73.9965,279
2467087,40.72297,-73.99539,250
2518907,40.73101,-73.98936,245
2529085,40.68287,-73.99082,275
2569629,40.68611,-73.99031,250
2574386,40.74311,-74.00718,275
2634963,40.80029,-73.95362,290
2635078,40.68914,-73.9776,235
2685701,40.70934,-73.9627,330
2721610,40.77107,-73.95322,275
2722693,40.76351,-73.98431,250
2739978,40.73085,-73.99421,265
2752977,40.68009,-74.00009,325
2793740,40.72266,-73.98337,250
2805293,40.7339,-74.00177,300
2835159,40.75546,-73.96762,240
2835738,40.77397,-73.98242,299
2838061,40.78833,-73.94888,299
2872288,40.67007,-73.94729,300
2880806,40.71923,-73.95684,295
2897714,40.74923,-73.97849,250
2909006,40.7162,-74.01565,325
2925138,40.76761,-73.98497,250
2931595,40.7241,-74.0042,250
2933772,40.7888,-73.94844,240
2949128,40.76375,-73.9924,250
2956443,40.70061,-73.84107,255
2958412,40.80879,-73.94127,290
2965008,40.67024,-73.99351,299
2969919,40.73726,-73.99399,235
2974877,40.72292,-73.94924,270
3041785,40.72889,-73.98853,249
3050544,40.6728,-73.97166,245
3052726,40.78576,-73.97594,300
3061093,40.7172,-73.9616,240
3068047,40.78145,-73.95588,250
3079567,40.72293,-73.99413,320
3104652,40.74765,-74.0042,325
3112953,40.72488,-73.97996,240
3122636,40.78276,-73.95299,250
3132960,40.67668,-73.97718,250
3166540,40.678,-73.98049,270
3167768,40.67765,-73.96378,275
3175088,40.74449,-73.99445,275
3198018,40.67561,-73.97823,300
3206379,40.77059,-73.94991,280
3216335,40.68193,-73.97636,330
3219835,40.65779,-73.97595,250
3237602,40.72123,-73.95891,270
3240518,40.68554,-73.98471,265
3249253,40.74156,-73.99476,289
3251014,40.76016,-73.96597,234
3261569,40.67658,-73.93122,300
3262238,40.74436,-73.97977,250
3271893,40.67592,-73.98107,250
3272201,40.73504,-74.00658,288
3272552,40.71314,-73.96719,245
3278436,40.78206,-73.97797,330
3290309,40.72235,-73.99543,250
3302463,40.73548,-73.98896,275
3302932,40.69165,-73.84841,250
3307936,40.73993,-74.00619,240
3315933,40.76884,-73.95826,250
3339399,40.73316,-74.00632,300
3352608,40.58527,-73.93534,300
3358937,40.74722,-74.00466,300
3368441,40.68981,-73.97768,316
3378576,40.70935,-73.94614,250
3378585,40.76125,-73.99642,300
3386226,40.71649,-73.96166,285
3387493,40.78193,-73.94884,300
3393798,40.73817,-74.00274,249
3395697,40.7939,-73.97485,290
3399909,40.71852,-73.94165,240
3410516,40.71082,-73.95186,250
3411006,40.73165,-73.98715,290
3414885,40.71122,-73.94893,240
3424458,40.66891,-73.97987,240
3442067,40.78284,-73.94825,255
3448037,40.71644,-73.95876,250
3462975,40.73476,-74.001,289
3468914,40.79098,-73.96745,264
3469295,40.80422,-73.93841,299
3493833,40.71788,-73.96021,318
3511778,40.73331,-73.9941,275
3519172,40.68902,-73.96976,250
3526122,40.73022,-74.00421,249
3531190,40.72007,-73.99078,273
3559515,40.76524,-73.98018,308
3559695,40.71987,-73.9947,270
3569374,40.66617,-73.97593,230
3581153,40.74767,-73.99393,230
3600108,40.68744,-73.9747,275
3600518,40.73389,-73.98724,250
3616001,40.70883,-74.01266,299
3629381,40.77242,-73.96212,250
3642325,40.58363,-73.93553,260
3654511,40.7509,-73.96963,250
3662949,40.76522,-73.99486,250
3683236,40.68908,-73.92893,250
3760158,40.67609,-73.96459,320
3798874,40.68098,-73.97925,275
3799598,40.72328,-73.98926,260
3801407,40.7012,-73.75041,239
3808093,40.71031,-74.01557,325
3819407,40.77627,-73.98081,325
3832863,40.72912,-74.00298,265
3838375,40.79903,-73.96451,249
3840286,40.71159,-73.94043,246
3870294,40.72471,-73.98673,250
3876850,40.79254,-73.97531,250
3880588,40.74712,-73.97434,229
3882103,40.76665,-73.9866,250
3889997,40.74057,-73.99977,299
3915042,40.74933,-73.9724,300
3925426,40.71293,-73.95321,270
3928525,40.70563,-74.00878,275
3946177,40.7948,-73.93457,264
3948939,40.78829,-73.97053,230
3963345,40.73152,-73.98676,250
3970345,40.72088,-73.98149,233
3979360,40.74819,-73.9856,240
3985673,40.75319,-74.00159,300
4007770,40.80655,-73.94854,275
4008443,40.75568,-73.91578,250
4044625,40.71399,-73.99107,300
4047751,40.7908,-73.97723,260
4070025,40.70452,-73.98583,250
4081707,40.67815,-74.01443,300
4083049,40.68634,-73.92516,299
4108799,40.72452,-73.93916,300
4135674,40.68786,-73.97339,300
4154009,40.79545,-73.96595,250
4163804,40.78085,-73.98471,250
4203460,40.7444,-73.98031,270
4211276,40.66302,-73.95198,275
4232865,40.78278,-73.97437,250
4233705,40.77715,-73.98235,260
4235961,40.74366,-73.99721,275
4241486,40.72685,-73.98638,280
4248788,40.77881,-73.97726,250
4273931,40.76751,-73.96309,300
4274443,40.75195,-73.97191,260
4276762,40.83048,-73.9437,310
4295542,40.69276,-73.9963,240
4296126,40.7555,-73.99369,259
4311648,40.71436,-73.96362,285
4359219,40.69103,-73.95441,285
4379145,40.72902,-73.98814,248
4385360,40.71938,-73.98906,275
4386513,40.72478,-73.97771,230
4401013,40.67849,-73.91672,229
4403972,40.77891,-73.9484,295
4409074,40.73112,-73.98572,295
4410626,40.68039,-74.01729,245
4421826,40.77371,-73.95007,250
4422602,40.72801,-73.98336,250
4424391,40.78278,-73.9482,250
4426877,40.68499,-73.97403,239
4427442,40.85083,-73.94093,290
4435766,40.73191,-74.00679,300
4438459,40.73974,-73.99985,325
4440020,40.82272,-73.94942,229
4444204,40.79795,-73.96175,300
4453484,40.71909,-73.95897,250
4454400,40.77481,-73.95562,250
4456880,40.69725,-73.94908,250
4469650,40.80521,-73.94519,300
4469679,40.71777,-73.99011,325
4470423,40.73549,-73.98311,249
4484212,40.7373,-73.98392,250
4497963,40.73474,-74.00867,250
4498927,40.82257,-73.94543,300
4500615,40.75005,-73.99718,320
4502545,40.7671,-73.96968,275
4507262,40.73553,-74.00546,247
4512093,40.79994,-73.97001,299
4520941,40.86644,-73.92677,250
4565734,40.73351,-73.95459,245
4566340,40.73455,-73.95489,245
4567765,40.72809,-73.98188,299
4573728,40.72058,-73.98674,239
4576206,40.68137,-73.97081,250
4585734,40.79826,-73.94145,260
4594620,40.68598,-73.98004,250
4600556,40.78318,-73.94556,300
4611256,40.77963,-73.94864,250
4611295,40.77941,-73.94862,250
4614838,40.76142,-73.99177,272
4616452,40.77439,-73.94965,249
4621213,40.78604,-73.97363,260
4644669,40.76358,-73.96464,325
4659046,40.7257,-73.9795,230
4666584,40.80382,-73.94476,275
4694480,40.68982,-73.99675,250
4694625,40.7135,-73.988,250
4694688,40.7416,-73.99681,250
4704813,40.77429,-73.95628,235
4718809,40.79315,-73.94787,249
4720789,40.73767,-74.0065,250
4727731,40.71064,-73.96335,250
4730857,40.73552,-74.00521,299
4743840,40.73571,-74.00341,258
4746171,40.72649,-73.98284,250
4756578,40.71383,-73.96289,298
4757941,40.72619,-73.98284,239
4758028,40.76244,-73.96215,300
4762718,40.78143,-73.98321,250
4777269,40.77871,-73.97733,250
4777745,40.76022,-73.9744,235
4786139,40.7223,-73.98128,315
4791389,40.73877,-73.98707,250
4796070,40.74439,-73.98329,275
4798794,40.73245,-74.00275,250
4813140,40.69711,-73.93373,320
4815886,40.66442,-73.99047,254
4821331,40.68617,-73.99632,275
4839323,40.71983,-73.96465,249
4840977,40.7182,-73.99326,300
4842112,40.72551,-73.98542,260
4847648,40.71411,-73.9495,240
4853870,40.69454,-73.99547,275
4859903,40.7838,-73.97266,255
4860876,40.72104,-73.96034,295
4874334,40.69203,-73.97088,250
4874735,40.76332,-73.9863,275
4881017,40.86494,-73.92672,300
4885240,40.73932,-73.99032,300
4887727,40.72285,-73.99409,250
4891441,40.67308,-73.99333,262
4901424,40.68382,-73.96292,300
4905118,40.78286,-73.98339,265
4916323,40.77716,-73.94779,250
4961949,40.72091,-73.98475,300
4963511,40.88017,-73.83484,250
4989295,40.67347,-73.96544,230
4996027,40.70971,-73.96561,240
5025771,40.67676,-73.96683,288
5028653,40.71068,-74.00713,290
5029202,40.79641,-73.94847,229
5033691,40.78147,-73.98315,250
5046422,40.69119,-73.99438,300
5050369,40.72536,-73.9856,250
5052897,40.76173,-73.96183,249
5067348,40.75977,-73.98981,250
5084095,40.77421,-73.95361,250
5106214,40.73822,-74.00606,275
5110541,40.76996,-73.95875,245
5207973,40.7295,-73.98623,230
5229212,40.68383,-73.96319,308
5236146,40.79462,-73.94923,249
5240711,40.75239,-73.9707,289
5248975,40.71526,-73.95016,320
5259407,40.73226,-74.00644,250
5286096,40.7461,-73.98632,281
5292616,40.73933,-73.99879,229
5316377,40.6686,-73.93037,249
5338293,40.72578,-73.99998,250
5345293,40.69165,-73.99764,300
5353612,40.73433,-74.00588,250
5362041,40.80917,-73.95405,250
5363874,40.74205,-73.97997,250
5389907,40.7636,-73.926,300
5390483,40.77461,-73.98899,250
5404627,40.71208,-73.95091,300
5424042,40.75077,-73.80676,259
5429358,40.71813,-73.95758,295
5433287,40.73418,-73.9893,250
5466680,40.76602,-73.99249,229
5505726,40.7624,-73.99136,250
5509802,40.79582,-73.9479,295
5523876,40.82056,-73.95661,300
5533000,40.69525,-73.91385,250
5545560,40.79093,-73.9678,250
5547081,40.68937,-73.95097,298
5550377,40.72681,-73.97994,250
5580236,40.80251,-73.96532,325
5602369,40.67909,-73.97315,250
5621141,40.74406,-73.99551,230
5656458,40.68534,-73.99471,235
5656639,40.78974,-73.97018,275
5692807,40.74405,-73.99915,250
5719742,40.77737,-73.98355,240
5729118,40.77556,-73.98416,244
5760776,40.72386,-74.00462,245
5771361,40.72915,-73.98866,275
5784146,40.76236,-73.95827,320
5796405,40.75245,-73.97342,295
5805561,40.74157,-74.00141,240
5806416,40.72102,-73.99469,280
5811254,40.68777,-73.94171,255
5839029,40.71603,-73.94785,260
5849991,40.65041,-73.92574,249
5857515,40.71228,-73.96103,275
5869197,40.77636,-73.98937,250
5894720,40.71124,-73.95256,234
5904522,40.74621,-73.99119,250
5925343,40.68963,-73.96713,259
5925550,40.67616,-73.97418,275
5927152,40.73101,-73.99087,300
5928949,40.76042,-73.99021,300
5931103,40.69354,-73.96152,259
5932543,40.72934,-74.00276,300
5939328,40.6777,-73.99126,246
5941888,40.72634,-73.9932,330
5944801,40.80947,-73.95392,300
5993541,40.81506,-73.94851,285
6005868,40.71151,-73.95339,245
6006711,40.72753,-73.98749,250
6078788,40.72004,-73.98896,257
6103273,40.81128,-73.94647,285
6105240,40.72123,-73.95357,245
6117496,40.76365,-73.98057,299
6124097,40.74089,-74.00181,250
6131580,40.72716,-74.0032,300
6152725,40.76509,-73.877,275
6155857,40.73405,-74.00283,250
6161282,40.71014,-73.96253,275
6220514,40.72551,-73.97893,250
6225766,40.72014,-73.99268,280
6232987,40.74409,-73.97145,250
6260442,40.77894,-73.98099,322
6262536,40.76295,-73.98435,230
6271152,40.71296,-74.00982,300
6283028,40.7722,-73.98119,276
6287961,40.73112,-73.98364,230
6292334,40.77357,-73.95193,300
6300809,40.77468,-73.97966,299
6302423,40.73318,-74.00745,245
6304803,40.69322,-73.96554,300
6304928,40.71749,-73.96525,249
6314148,40.72652,-73.99259,300
6316005,40.68068,-73.92874,280
6333994,40.72131,-73.99429,295
6346496,40.72514,-73.9896,300
6346662,40.73854,-74.00147,295
6356366,40.72872,-73.98043,249
6359111,40.74853,-73.98192,325
6364150,40.72917,-73.98223,284
6371593,40.71818,-73.9935,249
6373379,40.75506,-73.96887,250
6373790,40.79745,-73.96916,280
6375124,40.67619,-73.97726,276
6388721,40.73507,-74.00826,239
6397059,40.73314,-74.00835,250
6399305,40.72361,-73.98775,275
6425751,40.76525,-73.99056,272
6436433,40.78125,-73.94851,250
6445173,40.71106,-73.94918,250
6450408,40.71408,-73.95708,320
6460927,40.73235,-73.98392,295
6467509,40.71507,-73.99033,245
6470740,40.70516,-74.00798,275
6476242,40.76015,-73.96378,247
6479956,40.66753,-73.97747,300
6493288,40.76571,-73.98023,300
6502493,40.73408,-74.00263,250
6520350,40.59399,-73.79693,300
6528046,40.73742,-73.98052,249
6553874,40.73626,-74.00181,264
6559926,40.77205,-73.95339,240
6581248,40.8017,-73.96991,250
6594861,40.6746,-73.97901,275
6611557,40.68781,-73.91421,300
6612744,40.71966,-73.99236,300
6619100,40.74327,-73.99807,230
6627016,40.71932,-73.95446,250
6635179,40.71968,-73.98708,250
6638042,40.70054,-73.83781,290
6638539,40.63314,-74.02896,295
6657134,40.78071,-73.95309,240
6660330,40.73608,-74.00039,300
6660511,40.72639,-73.98875,280
6662422,40.68018,-73.97557,250
6689548,40.72287,-73.99593,265
6698963,40.7142,-73.99119,250
6713521,40.68447,-73.9543,275
6713911,40.76217,-73.96622,275
6716154,40.76685,-73.95265,250
6716160,40.6669,-73.97827,250
6722799,40.74558,-74.00325,260
6731463,40.67731,-73.96683,280
6747308,40.77818,-73.98959,256
6780285,40.7154,-73.93866,295
6784873,40.72298,-73.94545,270
6799692,40.7618,-73.99093,255
6799814,40.76207,-73.98945,245
6804319,40.67702,-73.96261,250
6829990,40.6886,-73.97409,275
6834972,40.68276,-74.00016,275
6850801,40.6613,-73.94457,250
6852315,40.729,-74.00066,245
6853661,40.71905,-73.98487,250
6853752,40.71332,-73.94952,295
6862191,40.70212,-73.9851,245
6863691,40.68338,-73.98657,250
6865662,40.72148,-73.98235,244
6871251,40.7787,-73.98088,259
6883096,40.76257,-73.92634,300
6883404,40.73983,-73.9988,295
6919797,40.76441,-73.99245,269
6922505,40.72532,-73.95338,230
6922758,40.68391,-73.99583,285
6938827,40.67177,-73.97882,229
6939719,40.76497,-73.98848,300
6946479,40.66672,-73.98462,250
6948161,40.74815,-73.99417,250
6966936,40.69847,-73.92787,250
6970005,40.73104,-73.99708,230
6971141,40.76222,-73.9603,325
6973463,40.72403,-73.97783,300
6990524,40.73912,-73.9825,300
7020776,40.72795,-73.98503,250
7032396,40.72115,-73.98308,240
7036079,40.68836,-73.99763,285
7043746,40.5927,-73.7899,250
7048331,40.66673,-73.96127,289
7048398,40.77408,-73.98181,245
7067406,40.73055,-74.00435,275
7071657,40.77344,-73.95035,243
7073418,40.68297,-73.93804,250
7074488,40.72074,-73.94741,272
7087255,40.65459,-73.97475,267
7091125,40.74138,-73.98814,299
7091660,40.72348,-73.99095,250
7095783,40.76533,-73.96163,270
7105709,40.73894,-74.00067,250
7174361,40.75788,-73.99223,250
7222833,40.71992,-73.95536,299
7237763,40.6947,-73.99304,250
7240997,40.7363,-74.00317,233
7265118,40.84828,-73.94284,250
7277102,40.66163,-73.98602,295
7304034,40.72545,-73.98802,299
7309129,40.71431,-73.99142,250
7310330,40.7228,-73.98562,300
7319856,40.73813,-73.98098,280
7325293,40.77016,-73.95716,300
7331070,40.76729,-73.77162,290
7331958,40.73529,-74.00323,235
7338771,40.72261,-73.98196,280
7344761,40.71645,-74.00402,250
7349064,40.76579,-73.98057,260
7398144,40.71452,-73.95486,269
7399449,40.74537,-73.97462,230
7403161,40.72579,-73.99341,245
7417520,40.72228,-73.9838,250
7457099,40.76205,-73.96382,328
7483951,40.71802,-73.95228,250
7500030,40.72682,-73.97845,250
7507877,40.74601,-73.9149,250
7511452,40.72547,-74.01,300
7534543,40.66889,-73.97617,275
7583901,40.73453,-74.00656,247
7600297,40.71163,-73.95186,250
7602426,40.80193,-73.97038,250
7610785,40.81095,-73.95296,299
7615693,40.6874,-73.97484,275
7618832,40.72118,-73.99575,300
7630422,40.78733,-73.97364,230
7634327,40.72178,-73.98212,250
7644505,40.66393,-73.98728,300
7651547,40.82206,-73.95234,275
7657879,40.74376,-74.00387,270
7673007,40.73604,-73.95415,250
7685764,40.79387,-73.97136,300
7725030,40.6867,-73.9621,250
7727644,40.76104,-73.9885,300
7734176,40.76444,-73.98592,300
7760808,40.76352,-73.9777,319
7768661,40.80328,-73.96898,238
7774182,40.75743,-73.92366,289
7774373,40.74327,-73.99848,245
7796446,40.75194,-74.00468,300
7839096,40.74926,-73.98201,250
7839972,40.74645,-73.9853,239
7850400,40.72147,-73.98733,295
7858741,40.73039,-74.00223,250
7858824,40.75709,-73.96972,299
